Answer,Division,Grouping,Level,Org_Group,Organization,Q Id,Q-Pillar_Group,Question Id,Question Id Details,Question Id Enum,Question Id Short,Question Type,State,Submission Id,Text Answer,Title,Value_NULL,Wording,Completion_Rate,Q_Score,Score_Status,Value
2,Operations,Demographics,Executive / C-Suite / Director,USPO,USPO,Q4,Q4,QID14,QID14,Q4,Q4,Demographics info,COMPLETED,R_3JJDNPQxo9mEVUu,Technical decision maker (Tactical focus on how AI is implemented and interacts across IT),Technical Director,TRUE," When it comes to AI initiatives in your organization, which of the following best describes your role?",1,,Optimizing AI,
1,Operations,Awareness,Executive / C-Suite / Director,USPO,USPO,Q5,Q5,QID15,QID15,Q5,Q5,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Extremely aware,Technical Director,FALSE, How aware are you of AI initiatives across your organization?,1,1,Optimizing AI,4
3,Operations,Familiarity,Executive / C-Suite / Director,USPO,USPO,Q6,Q6,QID18,QID18,Q6,Q6,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Somewhat familiar,Technical Director,FALSE, How familiar are you with how AI is used across your organization?,1,0.5,Maturing AI,2
1,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7_1,Q7_1,"QID20,choiceId:1",QID20,Q7_1,Q7,Multi-Punch,COMPLETED,R_3JJDNPQxo9mEVUu,Robotic Process Automation,Technical Director,TRUE," To the best of your knowledge, which of the following types of AI applications has your organization used or discussed using? Please select all that ",1,,Optimizing AI,
,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7_2,Q7_2,"QID20,choiceId:2",QID20,Q7_2,Q7,Multi-Punch,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, which of the following types of AI applications has your organization used or discussed using? Please select all that ",1,,Optimizing AI,
,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7_3,Q7_3,"QID20,choiceId:3",QID20,Q7_3,Q7,Multi-Punch,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, which of the following types of AI applications has your organization used or discussed using? Please select all that ",1,,Optimizing AI,
1,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7_4,Q7_4,"QID20,choiceId:4",QID20,Q7_4,Q7,Multi-Punch,COMPLETED,R_3JJDNPQxo9mEVUu,Modeling and Simulation,Technical Director,TRUE," To the best of your knowledge, which of the following types of AI applications has your organization used or discussed using? Please select all that ",1,,Optimizing AI,
,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7_5,Q7_5,"QID20,choiceId:5",QID20,Q7_5,Q7,Multi-Punch,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, which of the following types of AI applications has your organization used or discussed using? Please select all that ",1,,Optimizing AI,
,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7_6,Q7_6,"QID20,choiceId:6",QID20,Q7_6,Q7,Multi-Punch,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, which of the following types of AI applications has your organization used or discussed using? Please select all that ",1,,Optimizing AI,
,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7_7,Q7_7,"QID20,choiceId:7",QID20,Q7_7,Q7,Multi-Punch,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, which of the following types of AI applications has your organization used or discussed using? Please select all that ",1,,Optimizing AI,
,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7_7_TEXT,Q7_7_TEXT,QID207TEXT,QID20,Q7_7_TEXT,Q7,Multi-Punch,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, which of the following types of AI applications has your organization used or discussed using? Please select all that ",1,,Optimizing AI,
2,Operations,Robotic Process Automation,Executive / C-Suite / Director,USPO,USPO,Q7a_1,Q7a_1,QID21x1,QID21,Q7a_1,Q7a,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Piloted,Technical Director,FALSE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,0.33325,Initial AI,1.333
,Operations,Prediction,Executive / C-Suite / Director,USPO,USPO,Q7a_2,Q7a_2,QID21x2,QID21,Q7a_2,Q7a,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,Planning and Optimization,Executive / C-Suite / Director,USPO,USPO,Q7a_3,Q7a_3,QID21x3,QID21,Q7a_3,Q7a,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
2,Operations,Modeling and Simulation,Executive / C-Suite / Director,USPO,USPO,Q7a_4,Q7a_4,QID21x4,QID21,Q7a_4,Q7a,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Piloted,Technical Director,FALSE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,0.33325,Initial AI,1.333
,Operations,Natural Language Understanding,Executive / C-Suite / Director,USPO,USPO,Q7a_5,Q7a_5,QID21x5,QID21,Q7a_5,Q7a,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,Computer Vision,Executive / C-Suite / Director,USPO,USPO,Q7a_6,Q7a_6,QID21x6,QID21,Q7a_6,Q7a,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,Other,Executive / C-Suite / Director,USPO,USPO,Q7a_7,Q7a_7,QID21x7,QID21,Q7a_7,Q7a,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
,Operations,(please specify),Executive / C-Suite / Director,USPO,USPO,Q7a_7_TEXT,Q7a_7_TEXT,QID21x7TEXT,QID21,Q7a_7_TEXT,Q7a,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, to what extent has your organization used the following types of AI?",1,,Optimizing AI,
sorting,Operations,AI-Type,Executive / C-Suite / Director,USPO,USPO,Q7b,Q7b,QID22TEXT,QID22,Q7b,Q7b,Free Response,COMPLETED,R_3JJDNPQxo9mEVUu,sorting,Technical Director,TRUE, What is an opportunity or use case that you see in your organization to use AI?,1,,Optimizing AI,
2,Operations,Strategy,Executive / C-Suite / Director,USPO,USPO,Q8,Q8,QID25,QID25,Q8,Q8,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,My organization has created but not implemented an AI strategy.,Technical Director,FALSE, How would you best describe the state of your organization's AI strategy?,1,0.66675,Optimizing AI,2.667
2,Operations,Strategy,Executive / C-Suite / Director,USPO,USPO,Q9,Strategy,QID27,QID27,Q9,Q9,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, AI currently adds value to the day-to-day mission of my ,1,0.75,Optimizing AI,3
2,Operations,Inform decision making,Executive / C-Suite / Director,USPO,USPO,Q10_1,Q10_1,QID281,QID28,Q10_1,Q10,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree that your organization prioritizes the following uses of AI?,1,0.75,Optimizing AI,3
2,Operations,Manage organizational risk,Executive / C-Suite / Director,USPO,USPO,Q10_2,Q10_2,QID282,QID28,Q10_2,Q10,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree that your organization prioritizes the following uses of AI?,1,0.75,Optimizing AI,3
2,Operations,Identify new ways to achieve its mission and goals,Executive / C-Suite / Director,USPO,USPO,Q10_3,Q10_3,QID283,QID28,Q10_3,Q10,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree that your organization prioritizes the following uses of AI?,1,0.75,Optimizing AI,3
4,Operations,Testing AI technology applications,Executive / C-Suite / Director,USPO,USPO,Q11_1,Strategy,QID291,QID29,Q11_1,Q11,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Disagree,Technical Director,FALSE, To what extent do you agree or disagree that your organization prioritizes the following activities around AI technology?,1,0.25,Initial AI,1
3,Operations,Adopting AI technology applications,Executive / C-Suite / Director,USPO,USPO,Q11_2,Strategy,QID292,QID29,Q11_2,Q11,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Neither agree nor disagree,Technical Director,FALSE, To what extent do you agree or disagree that your organization prioritizes the following activities around AI technology?,1,0.5,Maturing AI,2
5,Operations,Scaling AI technology applications,Executive / C-Suite / Director,USPO,USPO,Q11_3,Strategy,QID293,QID29,Q11_3,Q11,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Strongly Disagree,Technical Director,FALSE, To what extent do you agree or disagree that your organization prioritizes the following activities around AI technology?,1,0,Initial AI,0
2,Operations,AI-Investment,Executive / C-Suite / Director,USPO,USPO,Q12,Q12,QID30,QID30,Q12,Q12,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree that your organization prioritizes investing financial resources to build its AI capabilities?,1,0.75,Optimizing AI,3
1,Operations,Data,Executive / C-Suite / Director,USPO,USPO,Q13,Q13,QID34,QID34,Q13,Q13,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Yes,Technical Director,FALSE, Does your organization have a data governance structure in place?,1,1,Optimizing AI,4
2,Operations,Makes data accessible to those who need it within the organization,Executive / C-Suite / Director,USPO,USPO,Q14_1,Data,QID351,QID35,Q14_1,Q14,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements? My ..,1,0.75,Optimizing AI,3
4,Operations,Facilitates the timely sharing of data with counterparts within the organization,Executive / C-Suite / Director,USPO,USPO,Q14_2,Data,QID352,QID35,Q14_2,Q14,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements? My ..,1,0.25,Initial AI,1
3,Operations,Integrates data into existing processes,Executive / C-Suite / Director,USPO,USPO,Q14_3,Data,QID353,QID35,Q14_3,Q14,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Neither agree nor disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements? My ..,1,0.5,Maturing AI,2
4,Operations,Descriptive analytics to summarize data,Executive / C-Suite / Director,USPO,USPO,Q15_1,Data,QID361,QID36,Q15_1,Q15,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Rarely,Technical Director,FALSE," To the best of your knowledge, how often does your organization engage in the following types of analysis?",1,0.25,Initial AI,1
2,Operations,Diagnostic analytics to understand why something occurred,Executive / C-Suite / Director,USPO,USPO,Q15_2,Q15_2,QID362,QID36,Q15_2,Q15,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Often,Technical Director,FALSE," To the best of your knowledge, how often does your organization engage in the following types of analysis?",1,0.75,Optimizing AI,3
3,Operations,Predictive analytics to understand the likelihood of future outcomes,Executive / C-Suite / Director,USPO,USPO,Q15_3,Data,QID363,QID36,Q15_3,Q15,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Sometimes,Technical Director,FALSE," To the best of your knowledge, how often does your organization engage in the following types of analysis?",1,0.5,Maturing AI,2
,Operations,Prescriptive analytics to provide actionable recommendations,Executive / C-Suite / Director,USPO,USPO,Q15_4,Q15_4,QID364,QID36,Q15_4,Q15,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE," To the best of your knowledge, how often does your organization engage in the following types of analysis?",1,,Optimizing AI,
2,Operations,Understand use cases for AI technologies on the market,Executive / C-Suite / Director,USPO,USPO,Q16_1,Technology,QID381,QID38,Q16_1,Q16,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree with the following statement? My organization explores technology solutions by engaging with vendors and/or other technology organizations ..,1,0.75,Optimizing AI,3
4,Operations,Understand how certain AI technologies align with the organization's tech stack,Executive / C-Suite / Director,USPO,USPO,Q16_2,Technology,QID382,QID38,Q16_2,Q16,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statement? My organization explores technology solutions by engaging with vendors and/or other technology organizations ..,1,0.25,Initial AI,1
2,Operations,People,Executive / C-Suite / Director,USPO,USPO,Q17,Q17,QID41,QID41,Q17,Q17,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree with the following statement? I am confident in how AI can be used in my ,1,0.75,Optimizing AI,3
4,Operations,Builds the workforce's data literacy and increases the workforce's analytics proficiency,Executive / C-Suite / Director,USPO,USPO,Q18_1,People,QID421,QID42,Q18_1,Q18,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about how your organization prepares the workforce for AI? My ..,1,0.25,Initial AI,1
2,Operations,Provides AI-related talent development programs for staff,Executive / C-Suite / Director,USPO,USPO,Q18_2,People,QID422,QID42,Q18_2,Q18,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about how your organization prepares the workforce for AI? My ..,1,0.75,Optimizing AI,3
,Operations,Makes AI-related talent development programs easily accessible to staff,Executive / C-Suite / Director,USPO,USPO,Q18_3,People,QID423,QID42,Q18_3,Q18,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE, To what extent do you agree or disagree with the following statements about how your organization prepares the workforce for AI? My ..,1,,Optimizing AI,
2,Operations,Q19_1,Executive / C-Suite / Director,USPO,USPO,Q19_1,People,QID431,QID43,Q19_1,Q19,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,2,Technical Director,FALSE, Which of the following best describes people at your organization?,1,0.25,Initial AI,1
3,Operations,Q19_2,Executive / C-Suite / Director,USPO,USPO,Q19_2,People,QID432,QID43,Q19_2,Q19,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,3,Technical Director,FALSE, Which of the following best describes people at your organization?,1,0.5,Maturing AI,2
3,Operations,Q19_3,Executive / C-Suite / Director,USPO,USPO,Q19_3,People,QID433,QID43,Q19_3,Q19,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,3,Technical Director,FALSE, Which of the following best describes people at your organization?,1,0.5,Maturing AI,2
3,Operations,Identify AI projects,Executive / C-Suite / Director,USPO,USPO,Q20_1,Process,QID461,QID46,Q20_1,Q20,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Neither agree nor disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.5,Maturing AI,2
2,Operations,Prioritize AI projects,Executive / C-Suite / Director,USPO,USPO,Q20_2,Process,QID462,QID46,Q20_2,Q20,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.75,Optimizing AI,3
2,Operations,Fund AI projects,Executive / C-Suite / Director,USPO,USPO,Q20_3,Process,QID463,QID46,Q20_3,Q20,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.75,Optimizing AI,3
3,Operations,Implement AI projects,Executive / C-Suite / Director,USPO,USPO,Q20_4,Process,QID464,QID46,Q20_4,Q20,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Neither agree nor disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.5,Maturing AI,2
4,Operations,Operate and maintain AI projects,Executive / C-Suite / Director,USPO,USPO,Q20_5,Process,QID465,QID46,Q20_5,Q20,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.25,Initial AI,1
5,Operations,Scale AI projects,Executive / C-Suite / Director,USPO,USPO,Q20_6,Process,QID466,QID46,Q20_6,Q20,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Strongly Disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0,Initial AI,0
3,Operations,Evaluate AI projects,Executive / C-Suite / Director,USPO,USPO,Q20_7,Process,QID467,QID46,Q20_7,Q20,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Neither agree nor disagree,Technical Director,FALSE, To what extent do you agree or disagree with the following statements about AI projects at your organization? My organization has a well-defined process ..,1,0.5,Maturing AI,2
2,Operations,Ethics,Executive / C-Suite / Director,USPO,USPO,Q21,Ethics,QID51,QID51,Q21,Q21,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, My organization explains the results and decisions made by AI algorithms in a way that is ,1,0.75,Optimizing AI,3
4,Operations,The use of data,Executive / C-Suite / Director,USPO,USPO,Q22_1,Q22_1,QID521,QID52,Q22_1,Q22,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Disagree,Technical Director,FALSE, My organization has clear policies and guidelines related ..,1,0.25,Initial AI,1
2,Operations,The security of data,Executive / C-Suite / Director,USPO,USPO,Q22_2,Q22_2,QID522,QID52,Q22_2,Q22,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Agree,Technical Director,FALSE, My organization has clear policies and guidelines related ..,1,0.75,Optimizing AI,3
3,Operations,The sharing of data,Executive / C-Suite / Director,USPO,USPO,Q22_3,Q22_3,QID523,QID52,Q22_3,Q22,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Neither agree nor disagree,Technical Director,FALSE, My organization has clear policies and guidelines related ..,1,0.5,Maturing AI,2
1,Operations,The ownership of data,Executive / C-Suite / Director,USPO,USPO,Q22_4,Q22_4,QID524,QID52,Q22_4,Q22,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Strongly Agree,Technical Director,FALSE, My organization has clear policies and guidelines related ..,1,1,Optimizing AI,4
4,Operations,Ensuring legal and regulatory compliance,Executive / C-Suite / Director,USPO,USPO,Q22_5,Q22_5,QID525,QID52,Q22_5,Q22,Likert,COMPLETED,R_3JJDNPQxo9mEVUu,Disagree,Technical Director,FALSE, My organization has clear policies and guidelines related ..,1,0.25,Initial AI,1
